slide_id,requirement_id,question_id,requirement_text,covered,coverage_method,evidence_ref,test_id,report_section
1,SLIDE_01_11,GLOBAL,"Comment cette condition dépend du coût des batteries, du prix du CO2 et du rôle résiduel du thermique",yes,global_fallback,outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-01; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-02; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-03,Q1-H-01; Q1-H-02; Q1-H-03; Q1-H-04; Q1-S-01,GLOBAL
1,SLIDE_01_12,GLOBAL,Impact des commodités et du CO2 Comment le prix du gaz et le prix du CO2 modifient l’ancre des prix et donc les capture prices,yes,global_fallback,outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-01; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-02; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-03,Q1-H-01; Q1-H-02; Q1-H-03; Q1-H-04; Q1-S-01,GLOBAL
1,SLIDE_01_13,GLOBAL,Quel niveau de CO2 peut relever le haut de la courbe de prix.,yes,global_fallback,outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-01; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-02; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-03,Q1-H-01; Q1-H-02; Q1-H-03; Q1-H-04; Q1-S-01,GLOBAL
2,SLIDE_02_01,Q1,Question 1 Définition Question 1,yes,direct_slide_match,outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-01,Q1-H-01,Q1
2,SLIDE_02_02,Q1,Quels paramètres expliquent le passage de la phase de marché 1 à la phase de marché 2,yes,direct_slide_match,outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-01,Q1-H-01,Q1
2,SLIDE_02_03,Q1,"Définition des phases de marché, en langage simple",yes,direct_slide_match,outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-01,Q1-H-01,Q1
2,SLIDE_02_04,Q1,La phase 1 est une situation où l’électricité renouvelable variable ne change pas encore le fonctionnement du marché de façon visible et répétée,yes,direct_slide_match,outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-01,Q1-H-01,Q1
2,SLIDE_02_05,Q1,La phase 2 est une situation où la production variable crée régulièrement des heures de prix très bas ou négatifs et où la valeur moyenne captée par ces actifs baisse de façon mesurable,yes,direct_slide_match,outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-01,Q1-H-01,Q1
2,SLIDE_02_06,Q1,Définitions nécessaires sur cette slide,yes,direct_slide_match,outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-01,Q1-H-01,Q1
2,SLIDE_02_07,Q1,"Le “capture price” d’une filière est le prix moyen reçu pendant les heures où elle produit, pondéré par sa production horaire",yes,direct_slide_match,outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-01,Q1-H-01,Q1
2,SLIDE_02_08,Q1,Le “capture ratio” est le capture price divisé par le prix moyen de marché sur la même période,yes,direct_slide_match,outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-01,Q1-H-01,Q1
2,SLIDE_02_09,Q1,Un “prix négatif” est un prix day ahead inférieur à zéro,yes,direct_slide_match,outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-01,Q1-H-01,Q1
2,SLIDE_02_10,Q1,"Un “surplus” est une situation où, sur une heure donnée, la production inflexible plus la production renouvelable variable dépasse ce que le système peut absorber via la demande et les flexibilités disponibles",yes,direct_slide_match,outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-01,Q1-H-01,Q1
2,SLIDE_02_11,Q1,"Le “ratio d’inflexibilité” est la part de production inflexible par rapport à la demande durant les heures creuses, ce qui mesure la rigidité du système",yes,direct_slide_match,outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-01,Q1-H-01,Q1
2,SLIDE_02_12,Q1,Le “ratio de surplus” est la part d’énergie qui apparaît en surplus sur l’année par rapport à l’énergie totale produite,yes,direct_slide_match,outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-01,Q1-H-01,Q1
2,SLIDE_02_13,Q1,"Le “ratio d’absorption par flexibilité” est la part de ce surplus que le système peut absorber via des leviers identifiables comme exportations, pompage, charge batteries et effacements",yes,direct_slide_match,outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-01,Q1-H-01,Q1
2,SLIDE_02_14,Q1,Objet de l’analyse pour Q1,yes,direct_slide_match,outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-01,Q1-H-01,Q1
2,SLIDE_02_15,Q1,"Nous voulons passer d’un constat “il y a des prix négatifs” à une règle simple du type “la bascule se produit quand une combinaison de surplus, rigidité et faible capacité d’absorption devient récurrente et se reflète dans la distribution des prix et dans le capture ratio”.",yes,direct_slide_match,outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-01,Q1-H-01,Q1
3,SLIDE_03_01,Q1,Question 1 Hypothèses Hypothèse centrale,yes,direct_slide_match,outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-01; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-02,Q1-H-01; Q1-H-02,Q1
3,SLIDE_03_02,Q1,La phase 1 se transforme en phase 2 quand les épisodes de surplus deviennent suffisamment fréquents pour modifier la distribution des prix et donc la valeur captée par le solaire et l’éolien,yes,direct_slide_match,outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-01; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-02,Q1-H-01; Q1-H-02,Q1
3,SLIDE_03_03,Q1,Définitions nécessaires sur cette slide,yes,direct_slide_match,outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-01; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-02,Q1-H-01; Q1-H-02,Q1
3,SLIDE_03_04,Q1,"Un “surplus” est une heure où la demande ne suffit plus à absorber la somme production inflexible plus production variable, compte tenu des capacités d’export et de flexibilité",yes,direct_slide_match,outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-01; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-02,Q1-H-01; Q1-H-02,Q1
3,SLIDE_03_05,Q1,Le “ratio de surplus” est une mesure annuelle du volume de surplus rapporté à la production totale,yes,direct_slide_match,outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-01; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-02,Q1-H-01; Q1-H-02,Q1
3,SLIDE_03_06,Q1,Le “ratio d’absorption par flexibilité” est la fraction du surplus absorbée par des leviers physiques identifiables,yes,direct_slide_match,outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-01; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-02,Q1-H-01; Q1-H-02,Q1
3,SLIDE_03_07,Q1,Le “ratio d’inflexibilité” mesure la rigidité du parc sur les heures creuses,yes,direct_slide_match,outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-01; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-02,Q1-H-01; Q1-H-02,Q1
3,SLIDE_03_08,Q1,Le “capture ratio” est le prix moyen reçu par une filière rapporté au prix moyen de marché,yes,direct_slide_match,outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-01; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-02,Q1-H-01; Q1-H-02,Q1
3,SLIDE_03_09,Q1,"Hypothèses minimales à tester, sans usine à gaz",yes,direct_slide_match,outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-01; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-02,Q1-H-01; Q1-H-02,Q1
3,SLIDE_03_10,Q1,La bascule est d’abord un phénomène physique,yes,direct_slide_match,outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-01; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-02,Q1-H-01; Q1-H-02,Q1
3,SLIDE_03_11,Q1,Elle commence quand la fréquence des heures de surplus dépasse un niveau qui n’est plus marginal,yes,direct_slide_match,outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-01; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-02,Q1-H-01; Q1-H-02,Q1
3,SLIDE_03_12,Q1,La bascule arrive plus tôt si le système est rigide,yes,direct_slide_match,outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-01; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-02,Q1-H-01; Q1-H-02,Q1
3,SLIDE_03_13,Q1,Un ratio d’inflexibilité élevé réduit l’espace disponible pour absorber la production variable en heures creuses,yes,direct_slide_match,outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-01; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-02,Q1-H-01; Q1-H-02,Q1
3,SLIDE_03_14,Q1,La bascule arrive plus tôt si les capacités d’absorption sont limitées,yes,direct_slide_match,outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-01; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-02,Q1-H-01; Q1-H-02,Q1
3,SLIDE_03_15,Q1,Un ratio d’absorption par flexibilité faible signifie que le surplus se transforme en contrainte de marché,yes,direct_slide_match,outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-01; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-02,Q1-H-01; Q1-H-02,Q1
3,SLIDE_03_16,Q1,La bascule est plus tardive si la production variable est bien alignée avec la demande,yes,direct_slide_match,outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-01; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-02,Q1-H-01; Q1-H-02,Q1
3,SLIDE_03_17,Q1,Une forte corrélation horaire entre production solaire et demande réduit les surplus,yes,direct_slide_match,outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-01; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-02,Q1-H-01; Q1-H-02,Q1
3,SLIDE_03_18,Q1,La bascule dépend aussi des règles et incitations,yes,direct_slide_match,outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-01; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-02,Q1-H-01; Q1-H-02,Q1
3,SLIDE_03_19,Q1,"Si des volumes importants sont développés et injectés sans exposition au signal de prix, la phase 2 peut démarrer plus tôt ou durer plus longtemps car l’investissement ne se freine pas naturellement.",yes,direct_slide_match,outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-01; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-02,Q1-H-01; Q1-H-02,Q1
4,SLIDE_04_01,Q1,Question 1 Tests empiriques Objectif des tests,yes,direct_slide_match,outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-01; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-02; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-04,Q1-H-01; Q1-H-02; Q1-H-04,Q1
4,SLIDE_04_02,Q1,"Construire une règle de bascule vérifiable et réplicable, basée sur des données observées et sur des définitions physiques simples",yes,direct_slide_match,outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-01; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-02; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-04,Q1-H-01; Q1-H-02; Q1-H-04,Q1
4,SLIDE_04_03,Q1,Définitions nécessaires sur cette slide,yes,direct_slide_match,outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-01; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-02; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-04,Q1-H-01; Q1-H-02; Q1-H-04,Q1
4,SLIDE_04_04,Q1,Le “surplus” correspond à des heures où production inflexible plus production variable dépasse ce que la demande et les flexibilités peuvent absorber,yes,direct_slide_match,outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-01; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-02; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-04,Q1-H-01; Q1-H-02; Q1-H-04,Q1
4,SLIDE_04_05,Q1,Le “ratio de surplus” mesure le volume annuel de surplus rapporté à la production totale,yes,direct_slide_match,outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-01; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-02; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-04,Q1-H-01; Q1-H-02; Q1-H-04,Q1
4,SLIDE_04_06,Q1,"Le “ratio d’absorption par flexibilité” mesure la part de surplus absorbée par exportations, pompage, charge batteries et effacements",yes,direct_slide_match,outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-01; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-02; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-04,Q1-H-01; Q1-H-02; Q1-H-04,Q1
4,SLIDE_04_07,Q1,Le “ratio d’inflexibilité” mesure la rigidité du système en heures creuses,yes,direct_slide_match,outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-01; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-02; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-04,Q1-H-01; Q1-H-02; Q1-H-04,Q1
4,SLIDE_04_08,Q1,Le “capture ratio” mesure la valeur captée par une filière,yes,direct_slide_match,outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-01; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-02; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-04,Q1-H-01; Q1-H-02; Q1-H-04,Q1
4,SLIDE_04_09,Q1,"Jeu de tests simple, en trois blocs",yes,direct_slide_match,outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-01; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-02; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-04,Q1-H-01; Q1-H-02; Q1-H-04,Q1
4,SLIDE_04_10,Q1,Bloc A,yes,direct_slide_match,outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-01; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-02; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-04,Q1-H-01; Q1-H-02; Q1-H-04,Q1
4,SLIDE_04_11,Q1,Construire les indicateurs physiques par pays et par année,yes,direct_slide_match,outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-01; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-02; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-04,Q1-H-01; Q1-H-02; Q1-H-04,Q1
4,SLIDE_04_12,Q1,"Nous calculons heure par heure un indicateur de demande résiduelle, qui correspond à la demande moins la production variable moins la production inflexible",yes,direct_slide_match,outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-01; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-02; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-04,Q1-H-01; Q1-H-02; Q1-H-04,Q1
4,SLIDE_04_13,Q1,"Nous identifions les heures où cette demande résiduelle devient négative, ce qui signale un surplus potentiel",yes,direct_slide_match,outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-01; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-02; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-04,Q1-H-01; Q1-H-02; Q1-H-04,Q1
4,SLIDE_04_14,Q1,Nous mesurons le ratio de surplus annuel et le ratio d’inflexibilité sur les heures creuses,yes,direct_slide_match,outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-01; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-02; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-04,Q1-H-01; Q1-H-02; Q1-H-04,Q1
4,SLIDE_04_15,Q1,Bloc B,yes,direct_slide_match,outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-01; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-02; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-04,Q1-H-01; Q1-H-02; Q1-H-04,Q1
4,SLIDE_04_16,Q1,Confronter les indicateurs physiques aux signaux de marché,yes,direct_slide_match,outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-01; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-02; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-04,Q1-H-01; Q1-H-02; Q1-H-04,Q1
4,SLIDE_04_17,Q1,Nous comptons le nombre d’heures de prix négatifs et le nombre d’heures de prix très bas,yes,direct_slide_match,outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-01; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-02; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-04,Q1-H-01; Q1-H-02; Q1-H-04,Q1
4,SLIDE_04_18,Q1,Nous calculons le capture ratio solaire et le capture ratio éolien,yes,direct_slide_match,outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-01; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-02; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-04,Q1-H-01; Q1-H-02; Q1-H-04,Q1
4,SLIDE_04_19,Q1,"Nous vérifions que la bascule vers la phase 2 se manifeste à la fois dans les prix et dans la valeur captée, et pas uniquement dans un seul indicateur",yes,direct_slide_match,outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-01; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-02; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-04,Q1-H-01; Q1-H-02; Q1-H-04,Q1
4,SLIDE_04_20,Q1,Bloc C,yes,direct_slide_match,outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-01; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-02; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-04,Q1-H-01; Q1-H-02; Q1-H-04,Q1
4,SLIDE_04_21,Q1,Identifier un seuil robuste,yes,direct_slide_match,outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-01; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-02; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-04,Q1-H-01; Q1-H-02; Q1-H-04,Q1
4,SLIDE_04_22,Q1,"Nous cherchons un point de rupture statistique, par exemple une accélération du nombre d’heures négatives ou une chute du capture ratio au-delà d’un certain niveau de ratio de surplus",yes,direct_slide_match,outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-01; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-02; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-04,Q1-H-01; Q1-H-02; Q1-H-04,Q1
4,SLIDE_04_23,Q1,"Nous validons le seuil en comparant plusieurs pays et en vérifiant qu’il se retrouve avec une logique cohérente, même si les valeurs exactes diffèrent",yes,direct_slide_match,outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-01; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-02; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-04,Q1-H-01; Q1-H-02; Q1-H-04,Q1
4,SLIDE_04_24,Q1,Critère de réussite,yes,direct_slide_match,outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-01; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-02; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-04,Q1-H-01; Q1-H-02; Q1-H-04,Q1
4,SLIDE_04_25,Q1,"Nous obtenons une règle de bascule qui explique correctement le passage phase 1 à phase 2 sur plusieurs pays, et qui reste stable quand on change légèrement la période historique.",yes,direct_slide_match,outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-01; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-02; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-04,Q1-H-01; Q1-H-02; Q1-H-04,Q1
5,SLIDE_05_01,Q1,Question 1 Scénarios prospectifs Pourquoi des scénarios sont nécessaires pour Q1,yes,direct_slide_match,outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-H-04; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-S-01; outputs\combined\FULL_20260210_150853\Q1\test_ledger.csv#test_id=Q1-S-02,Q1-H-04; Q1-S-01; Q1-S-02,Q1
