country,year,n_hours_expected,n_hours_with_price,n_hours_with_load,n_hours_with_vre,n_hours_with_must_run,missing_share_price,missing_share_load,missing_share_generation,missing_share_net_position,load_net_mode,must_run_mode,entsoe_code_used,data_version_hash,load_total_twh,load_net_twh,gen_solar_twh,gen_wind_on_twh,gen_wind_off_twh,gen_vre_twh,gen_primary_twh,gen_must_run_twh,exports_twh,vre_penetration_pct_gen,pv_penetration_pct_gen,wind_penetration_pct_gen,vre_penetration_proxy,baseload_price_eur_mwh,peakload_price_eur_mwh,offpeak_price_eur_mwh,capture_rate_pv_eur_mwh,capture_rate_wind_eur_mwh,capture_ratio_pv,capture_ratio_wind,capture_price_pv_eur_mwh,capture_price_wind_eur_mwh,capture_ratio_pv_vs_baseload,capture_ratio_wind_vs_baseload,capture_ratio_pv_vs_ttl,capture_ratio_wind_vs_ttl,h_negative,h_negative_obs,h_below_5,h_below_5_obs,days_spread_50_obs,days_spread_gt50,avg_daily_spread_obs,max_daily_spread_obs,surplus_twh,surplus_unabsorbed_twh,sr_energy_share_load,sr_energy_share_gen,sr_energy,sr_hours,far_observed,far_energy,ir_p10,ir_mean,ttl_price_based_eur_mwh,ttl_eur_mwh,tca_ccgt_median_eur_mwh,tca_method,h_regime_a,h_regime_b,h_regime_c,h_regime_d,regime_coherence,nrl_price_corr,completeness,quality_flag,scenario_id,mode,horizon_year,calib_mustrun_scale,calib_vre_scale_pv,calib_vre_scale_wind_on,calib_vre_scale_wind_off,calib_export_cap_eff_gw,calib_export_coincidence_used,calib_flex_realization_factor,calib_price_b_floor,calib_price_b_intercept,calib_price_b_slope_surplus_norm
ES,2030,8760,8760,8760,8760,8760,0.0,0.0,0.0,0.0,minus_psh_pump,observed,SCEN:FLEX_UP,122858f11c51bd8db0d818b3df452676fde034f7afd7256c62c2352b394a8110,256.5926,254.955638,31.101249710331462,46.29946036015223,0.0,77.4007100704837,120.57657087048369,22.644600000000004,8.7176561,0.6419216395996451,0.2579377526313848,0.38398388696826025,0.3035850106224507,98.64545138178808,97.28700685315945,99.40143010667519,92.10420292763541,96.18188646279201,0.9336893048536417,0.9750260667421824,92.10420292763541,96.18188646279201,0.9336893048536417,0.9750260667421824,0.5702061902442622,0.5954506451083925,0,0,0,0,197,197,41.35050447623986,79.63159560325163,0.0,0.0,0.0,0.0,0.0,0.0,,,0.09460179329127333,0.08881780445271034,161.5278902675193,161.5278902675193,,none,0,0,7884,876,1.0,0.7153709736484742,1.0,OK,FLEX_UP,SCEN,2030,6237.200000000001,13.6049,14.0905,2.1494,2.4375,0.35,0.8687903652597629,-0.02,8.33,-19.73003920827475
ES,2040,8784,8784,8784,8784,8784,0.0,0.0,0.0,0.0,minus_psh_pump,observed,SCEN:FLEX_UP,802762580d7d0d4956576acb8e70a0c9479817f5723f22ad0d31e2c6f3863d8c,301.2174,299.57876039999996,36.137043115351815,51.0458476562065,0.0,87.18289077155832,130.46665917155832,22.70664,8.720998,0.6682388537052703,0.27698297285157797,0.39125588085369223,0.2910182639622082,105.49805168000357,104.23534303346838,106.19776921024919,98.37607547031715,103.0011759228295,0.9324918697902708,0.9763324941322369,98.37607547031715,103.0011759228295,0.9324918697902708,0.9763324941322369,0.5700014292337403,0.5967997524609878,0,0,0,0,198,198,44.58258671337139,85.8316710461854,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0807263472501742,0.07579522650298008,172.5891733334165,172.5891733334165,,none,0,0,7905,879,1.0,0.7211496720486239,1.0,OK,FLEX_UP,SCEN,2040,6237.200000000001,15.7817,15.5234,2.5076,2.4375,0.35,0.8687903652597629,-0.02,8.33,-19.73003920827475
DE,2030,8760,8760,8760,8760,8760,0.0,0.0,0.0,0.0,minus_psh_pump,observed,SCEN:HIGH_CO2,795ee0abfe8a551ee309b48f5ae25dfab04b30a852354c5a00d6723b03bfdba1,525.9034,524.423312869,31.697453747499996,98.74950692264126,21.756967075256217,152.20392774539746,176.5478818501475,22.6446,3.4586516,0.8621113215880268,0.17954026644400387,0.6825710551440229,0.2902310481063944,137.3843587795631,145.73640104789126,132.73642054494977,132.7682232005389,131.99277182212148,0.9663998462413694,0.9607554527652413,132.7682232005389,131.99277182212148,0.9663998462413694,0.9607554527652413,0.6063087998823109,0.6027675685297967,0,0,0,0,121,121,33.778137821839884,99.4180519494858,0.0,0.0,0.0,0.0,0.0,0.0,,,0.05069604702394818,0.04318000257485993,218.97789249687654,218.97789249687654,,none,0,0,7884,876,1.0,0.6697974141701357,1.0,OK,HIGH_CO2,SCEN,2030,9425.893,21.1595,38.4164,5.8601,1.6500000000000001,0.45,0.8914973010374386,-26.5825,0.10500000000000001,-21.08173750012614
DE,2040,8784,8784,8784,8784,8784,0.0,0.0,0.0,0.0,minus_psh_pump,observed,SCEN:HIGH_CO2,f3555e16470f1919c1e88006de1810dc781f1aadff65fcca7d16fb7236d44422,617.3648,615.8812870144999,36.75064727891181,109.3064128317157,25.451076930673285,171.50813704130078,195.91705033430082,22.70664,3.4966016,0.8754120008883853,0.18758268979755854,0.687829311090827,0.2784759671343333,150.84490121681358,159.1747175891058,146.22901571114846,145.73395548404667,145.2226148422671,0.966117875436699,0.9627280317120867,145.73395548404667,145.2226148422671,0.966117875436699,0.9627280317120867,0.6093746300241895,0.6072365009013929,0,0,0,0,122,122,37.09867443594519,108.07678309173713,0.0,0.0,0.0,0.0,0.0,0.0,,,0.043264048243779316,0.036868533723554114,239.15330291689645,239.15330291689645,,none,0,0,7905,879,1.0,0.6771769965967225,1.0,OK,HIGH_CO2,SCEN,2040,9425.893,24.5451,42.3232,6.8368,1.6500000000000001,0.45,0.8914973010374386,-26.5825,0.10500000000000001,-21.08173750012614
ES,2030,8760,8760,8760,8760,8760,0.0,0.0,0.0,0.0,minus_psh_pump,observed,SCEN:HIGH_CO2,2bc97d936b7e2eaec1b5d32a43d6bb4b84f719970bf3c551c6121e161483136b,256.5926,255.23969,31.101249710331462,46.29946036015223,0.0,77.4007100704837,120.57657087048369,22.644600000000004,6.6676834000000005,0.6419216395996451,0.2579377526313848,0.38398388696826025,0.30324715592031826,102.9582477964049,101.58441156367076,103.72279205385395,96.30062690358723,100.4440585703068,0.9353366919570852,0.9755804971441453,96.30062690358723,100.4440585703068,0.9353366919570852,0.9755804971441453,0.5755736355638228,0.6003382721482935,0,0,0,0,197,197,42.202629619738346,81.24075305534133,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0944955713769326,0.08871896059738986,167.31243572206478,167.31243572206478,,none,0,0,7884,876,1.0,0.71470883497246,1.0,OK,HIGH_CO2,SCEN,2030,6237.200000000001,13.6049,14.0905,2.1494,1.6500000000000001,0.45,0.8687903652597629,-0.02,8.33,-19.73003920827475
ES,2040,8784,8784,8784,8784,8784,0.0,0.0,0.0,0.0,minus_psh_pump,observed,SCEN:HIGH_CO2,c000c326671768c97f3f39256ca409002ede415a32987fee83d7f31dae43d91d,301.2174,299.86286160000003,36.137043115351815,51.0458476562065,0.0,87.18289077155832,130.46665917155832,22.70664,6.671025300000001,0.6682388537052703,0.27698297285157797,0.39125588085369223,0.290742542462145,110.76585496399444,109.48331629407676,111.47656110592337,103.49761706397925,108.21021537791208,0.9343819636260848,0.9769275505803381,103.49761706397925,108.21021537791208,0.9343819636260848,0.9769275505803381,0.576077553646011,0.6023083228658329,0,0,0,0,198,198,45.6352385985259,87.80810122554783,0.0,0.0,0.0,0.0,0.0,0.0,,,0.08064739954379686,0.07572341529338623,179.65917333341653,179.65917333341653,,none,0,0,7905,879,1.0,0.7199931117432893,1.0,OK,HIGH_CO2,SCEN,2040,6237.200000000001,15.7817,15.5234,2.5076,1.6500000000000001,0.45,0.8687903652597629,-0.02,8.33,-19.73003920827475
DE,2030,8760,8760,8760,8760,8760,0.0,0.0,0.0,0.0,minus_psh_pump,observed,SCEN:HIGH_GAS,db7553debe836954275fe59471b10bde27aad0964d52317289a3eae8f0d7bcd3,525.9034,524.423312869,31.697453747499996,98.74950692264126,21.756967075256217,152.20392774539746,176.5478818501475,22.6446,3.4586516,0.8621113215880268,0.17954026644400387,0.6825710551440229,0.2902310481063944,141.25356930587887,149.73143028765733,136.5356125548252,136.56279783465166,135.78863613929045,0.9667918375848646,0.9613111853141613,136.56279783465166,135.78863613929045,0.9667918375848646,0.9613111853141613,0.6091483263245608,0.6056951215827772,0,0,0,0,121,121,34.27012444824196,100.90620984422264,0.0,0.0,0.0,0.0,0.0,0.0,,,0.05069604702394818,0.04318000257485993,224.1864451284555,224.1864451284555,,none,0,0,7884,876,1.0,0.6687040869626171,1.0,OK,HIGH_GAS,SCEN,2030,9425.893,21.1595,38.4164,5.8601,1.6500000000000001,0.45,0.8914973010374386,-26.5825,0.10500000000000001,-21.08173750012614
DE,2040,8784,8784,8784,8784,8784,0.0,0.0,0.0,0.0,minus_psh_pump,observed,SCEN:HIGH_GAS,95128d6b65057fd35d18eaee73a65115cc09772f185c9617933f9dcbc3487cbd,617.3648,615.8812870144999,36.75064727891181,109.3064128317157,25.451076930673285,171.50813704130078,195.91705033430082,22.70664,3.4966016,0.8754120008883853,0.18758268979755854,0.687829311090827,0.2784759671343333,154.43367970761022,162.86643676972017,149.76075063497606,149.25240313522823,148.74613898918716,0.966449827639983,0.9631716298595533,149.25240313522823,148.74613898918716,0.966449827639983,0.9631716298595533,0.6117297286970032,0.6096547414793693,0,0,0,0,122,122,37.557508510231735,109.4570462496319,0.0,0.0,0.0,0.0,0.0,0.0,,,0.043264048243779316,0.036868533723554114,243.98422396952805,243.98422396952805,,none,0,0,7905,879,1.0,0.6762004267817918,1.0,OK,HIGH_GAS,SCEN,2040,9425.893,24.5451,42.3232,6.8368,1.6500000000000001,0.45,0.8914973010374386,-26.5825,0.10500000000000001,-21.08173750012614
ES,2030,8760,8760,8760,8760,8760,0.0,0.0,0.0,0.0,minus_psh_pump,observed,SCEN:HIGH_GAS,407ed2414a631aa7b9dd4021f1b71fc6876b06d6526a85a66394908884f40494,256.5926,255.23969,31.101249710331462,46.29946036015223,0.0,77.4007100704837,120.57657087048369,22.644600000000004,6.6676834000000005,0.6419216395996451,0.2579377526313848,0.38398388696826025,0.30324715592031826,108.58842961458673,107.18403364656872,109.36998046246029,101.75960514860247,106.00635924526304,0.937112779969083,0.9762214963556592,101.75960514860247,106.00635924526304,0.937112779969083,0.9762214963556592,0.5818441127980567,0.6061263303443472,0,0,0,0,197,197,43.3681884871005,83.40620760079588,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0944955713769326,0.08871896059738986,174.89152663115567,174.89152663115567,,none,0,0,7884,876,1.0,0.7127880822625251,1.0,OK,HIGH_GAS,SCEN,2030,6237.200000000001,13.6049,14.0905,2.1494,1.6500000000000001,0.45,0.8687903652597629,-0.02,8.33,-19.73003920827475
ES,2040,8784,8784,8784,8784,8784,0.0,0.0,0.0,0.0,minus_psh_pump,observed,SCEN:HIGH_GAS,f5fccdb8f7b1bda1be059ff1827cdf7f83365eaed9bccad359e6374ac554b4e6,301.2174,299.86286160000003,36.137043115351815,51.0458476562065,0.0,87.18289077155832,130.46665917155832,22.70664,6.671025300000001,0.6682388537052703,0.27698297285157797,0.39125588085369223,0.290742542462145,116.85946959390007,115.54594139566737,117.58734827699716,109.40495630431789,114.23423950464145,0.9362095916104406,0.9775351531340883,109.40495630431789,114.23423950464145,0.9362095916104406,0.9775351531340883,0.5823690484942318,0.6080756083913779,0,0,0,0,198,198,46.89965276746321,90.15173758918418,0.0,0.0,0.0,0.0,0.0,0.0,,,0.08064739954379686,0.07572341529338623,187.8619006061438,187.8619006061438,,none,0,0,7905,879,1.0,0.7179210078489119,1.0,OK,HIGH_GAS,SCEN,2040,6237.200000000001,15.7817,15.5234,2.5076,1.6500000000000001,0.45,0.8687903652597629,-0.02,8.33,-19.73003920827475
DE,2030,8760,8760,8760,8760,8760,0.0,0.0,0.0,0.0,minus_psh_pump,observed,SCEN:LOW_RIGIDITY,6822b3bcaa37e5fdfe6fe33a858fb86ff423e25f218903448d669bba4ef52b2b,525.9034,524.423312869,31.697453747499996,98.74950692264126,21.756967075256217,152.20392774539746,171.19552185014746,17.29224,3.4586516,0.8890648896682362,0.18515352156959877,0.7039113680986374,0.2902310481063944,127.05800620843969,135.0552260542705,122.60752778677266,122.6165086811288,121.86322563093229,0.9650435445994283,0.9591148898638837,122.6165086811288,121.86322563093229,0.9650435445994283,0.9591148898638837,0.5977187820637748,0.5940467526433022,0,0,0,0,122,122,32.72793668961861,95.55565577835456,0.0,0.0,0.0,0.0,0.0,0.0,,,0.03871334500010588,0.03297382014807486,205.14079925306075,205.14079925306075,,none,0,0,7884,876,1.0,0.6730077697988456,1.0,OK,LOW_RIGIDITY,SCEN,2030,9425.893,21.1595,38.4164,5.8601,1.6500000000000001,0.45,0.8914973010374386,-26.5825,0.10500000000000001,-21.08173750012614
DE,2040,8784,8784,8784,8784,8784,0.0,0.0,0.0,0.0,minus_psh_pump,observed,SCEN:LOW_RIGIDITY,44075226f72526b300818ad8076af9efa828b4f9f9333f44a7d2ef4878afafc9,617.3648,615.8812870144999,36.75064727891181,109.3064128317157,25.451076930673285,171.50813704130078,190.5500263343008,17.339616,3.4966016,0.9000688183606286,0.1928661359218944,0.7072026824387344,0.2784759671343333,138.18507049247427,146.1588580248104,133.76647485353644,133.31322818131866,132.79007724104682,0.9647440762320201,0.9609582045860644,133.31322818131866,132.79007724104682,0.9647440762320201,0.9609582045860644,0.5999659874227242,0.5976115866274452,0,0,0,0,122,122,35.52503700469273,103.31705810147854,0.0,0.0,0.0,0.0,0.0,0.0,,,0.03303800047706785,0.028154153025259504,222.20130970089272,222.20130970089272,,none,0,0,7905,879,1.0,0.6809304253072952,1.0,OK,LOW_RIGIDITY,SCEN,2040,9425.893,24.5451,42.3232,6.8368,1.6500000000000001,0.45,0.8914973010374386,-26.5825,0.10500000000000001,-21.08173750012614
ES,2030,8760,8760,8760,8760,8760,0.0,0.0,0.0,0.0,minus_psh_pump,observed,SCEN:LOW_RIGIDITY,0a97a667845796f7f9d14e1303a8f2f68fde91570e85a6e1b8c8918b47c8eb24,256.5926,255.23969,31.101249710331462,46.29946036015223,0.0,77.4007100704837,115.2242108704837,17.29224,6.6676834000000005,0.6717399883734936,0.26991939866952464,0.40182058970396894,0.30324715592031826,98.98059642880098,97.6451187971206,99.72379400208153,92.44237525715238,96.53949978970414,0.933944415294045,0.9753376244721582,92.44237525715238,96.53949978970414,0.933944415294045,0.9753376244721582,0.570441195105838,0.5957236330391433,0,0,0,0,196,196,41.27425075912336,79.86783396069681,0.0,0.0,0.0,0.0,0.0,0.0,,,0.07216025450602126,0.0677490244561886,162.05417149089467,162.05417149089467,,none,0,0,7884,876,1.0,0.7158297461481474,1.0,OK,LOW_RIGIDITY,SCEN,2030,6237.200000000001,13.6049,14.0905,2.1494,1.6500000000000001,0.45,0.8687903652597629,-0.02,8.33,-19.73003920827475
ES,2040,8784,8784,8784,8784,8784,0.0,0.0,0.0,0.0,minus_psh_pump,observed,SCEN:LOW_RIGIDITY,0a84191e7a1d1f5f2aafb74b583a46cff6215323bd67f93cf80faca90f1b5abf,301.2174,299.86286160000003,36.137043115351815,51.0458476562065,0.0,87.18289077155832,125.09963517155832,17.339616,6.671025300000001,0.6969076340790125,0.2888660951392419,0.4080415389397705,0.290742542462145,105.83318335371787,104.57387025083115,106.53101927697357,98.70838037659337,103.32908509984469,0.9326789315850792,0.9763391955668201,98.70838037659337,103.32908509984469,0.9326789315850792,0.9763391955668201,0.5702021567545948,0.5968942753859813,0,0,0,0,197,197,44.49741248034485,86.06799694489395,0.0,0.0,0.0,0.0,0.0,0.0,,,0.06158528692435397,0.05782515349676767,173.11120136480955,173.11120136480955,,none,0,0,7905,879,1.0,0.7214704573561171,1.0,OK,LOW_RIGIDITY,SCEN,2040,6237.200000000001,15.7817,15.5234,2.5076,1.6500000000000001,0.45,0.8687903652597629,-0.02,8.33,-19.73003920827475
